GALID,stage,variable,bin_left,bin_right,center,N_usable,N_SF,eligible_usable,survivor_support,f_SF,sum_Sigma_SFR_SF,mean_Sigma_SFR_SF_galaxy,mean_Sigma_SFR_all_HII_galaxy
NGC4394,post-peak,radius_re,2.5,2.75,2.625,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,2.75,3.0,2.875,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,3.0,3.25,3.125,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4394,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,7.25,7.5,7.375,2742,0,True,False,0.0,0.0,,0.0
NGC4405,post-peak,log_sigma_star,7.5,7.75,7.625,13012,0,True,False,0.0,0.0,,0.0
NGC4405,post-peak,log_sigma_star,7.75,8.0,7.875,26557,255,True,True,0.009601988176375344,2.6135873297654753,0.010249362077511667,9.841425348365686e-05
NGC4405,post-peak,log_sigma_star,8.0,8.25,8.125,22414,3305,True,True,0.14745248505398412,73.48915966871817,0.02223575179083757,0.0032787168586025776
NGC4405,post-peak,log_sigma_star,8.25,8.5,8.375,8445,5325,True,True,0.6305506216696269,152.00889483954506,0.028546271331369964,0.017999869134345182
NGC4405,post-peak,log_sigma_star,8.5,8.75,8.625,3783,3220,True,True,0.8511763150938408,127.13896695752004,0.03948415122904349,0.033607974347745186
NGC4405,post-peak,log_sigma_star,8.75,9.0,8.875,1449,1208,True,True,0.8336783988957902,71.5954879936669,0.05926778807422756,0.04941027466781704
NGC4405,post-peak,log_sigma_star,9.0,9.25,9.125,245,227,True,True,0.926530612244898,19.42188366012217,0.08555895885516374,0.07927299453111089
NGC4405,post-peak,log_sigma_star,9.25,9.5,9.375,28,28,False,True,,3.325870855697188,0.11878110198918528,
NGC4405,post-peak,log_sigma_star,9.5,9.75,9.625,1,1,False,False,,0.17915990935017348,0.17915990935017348,
NGC4405,post-peak,log_sigma_star,9.75,10.0,9.875,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,10.0,10.25,10.125,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,10.25,10.5,10.375,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,False,False,,0.0,,
NGC4405,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,0.0,0.25,0.125,1162,1003,True,True,0.8631669535283993,74.48841839585953,0.07426562153126573,0.06410363028903573
NGC4405,post-peak,radius_re,0.25,0.5,0.375,3486,3125,True,True,0.8964429145152036,133.45300117897307,0.04270496037727138,0.038282559144857446
NGC4405,post-peak,radius_re,0.5,0.75,0.625,5798,4820,True,True,0.8313211452224906,143.05157099270428,0.02967874916861085,0.02467257174762061
NGC4405,post-peak,radius_re,0.75,1.0,0.875,8129,4351,True,True,0.5352441874769345,97.49537496018232,0.022407578708384814,0.011993526259094885
NGC4405,post-peak,radius_re,1.0,1.25,1.125,10439,270,True,True,0.02586454641249162,1.2846456866660059,0.004757946987651873,0.00012306214069029658
NGC4405,post-peak,radius_re,1.25,1.5,1.375,12789,0,True,False,0.0,0.0,,0.0
NGC4405,post-peak,radius_re,1.5,1.75,1.625,14935,0,True,False,0.0,0.0,,0.0
NGC4405,post-peak,radius_re,1.75,2.0,1.875,14835,0,True,False,0.0,0.0,,0.0
NGC4405,post-peak,radius_re,2.0,2.25,2.125,5897,0,True,False,0.0,0.0,,0.0
NGC4405,post-peak,radius_re,2.25,2.5,2.375,1198,0,True,False,0.0,0.0,,0.0
NGC4405,post-peak,radius_re,2.5,2.75,2.625,8,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,2.75,3.0,2.875,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,3.0,3.25,3.125,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4405,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,7.0,7.25,7.125,961,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,log_sigma_star,7.25,7.5,7.375,11071,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,log_sigma_star,7.5,7.75,7.625,24256,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,log_sigma_star,7.75,8.0,7.875,28631,7,True,False,0.00024449023785407426,0.17396270138255995,0.02485181448322285,6.076026034108482e-06
NGC4419,post-peak,log_sigma_star,8.0,8.25,8.125,27367,454,True,True,0.016589322907150948,6.056802736051408,0.013340975189540546,0.00022131774531557744
NGC4419,post-peak,log_sigma_star,8.25,8.5,8.375,20408,2659,True,True,0.1302920423363387,40.41272781993189,0.01519846852949676,0.0019802395050927033
NGC4419,post-peak,log_sigma_star,8.5,8.75,8.625,10204,1997,True,True,0.19570756566052527,57.56249225746325,0.02882448285301114,0.005641169370586363
NGC4419,post-peak,log_sigma_star,8.75,9.0,8.875,4858,532,True,True,0.10951008645533142,22.49107075419701,0.04227644878608461,0.0046296975615885165
NGC4419,post-peak,log_sigma_star,9.0,9.25,9.125,3473,100,True,True,0.028793550244745177,12.228592416334845,0.12228592416334845,0.003521045901622472
NGC4419,post-peak,log_sigma_star,9.25,9.5,9.375,1634,14,True,False,0.008567931456548347,2.751929917595678,0.19656642268540558,0.0016841676362274653
NGC4419,post-peak,log_sigma_star,9.5,9.75,9.625,711,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,log_sigma_star,9.75,10.0,9.875,227,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,log_sigma_star,10.0,10.25,10.125,80,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,log_sigma_star,10.25,10.5,10.375,22,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,10.5,10.75,10.625,1,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,False,False,,0.0,,
NGC4419,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,0.0,0.25,0.125,793,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,0.25,0.5,0.375,2375,58,True,True,0.024421052631578948,13.819539961981565,0.2382679303789925,0.005818753668202764
NGC4419,post-peak,radius_re,0.5,0.75,0.625,3960,329,True,True,0.08308080808080807,10.422737014603307,0.03168005171611947,0.0026320042966169964
NGC4419,post-peak,radius_re,0.75,1.0,0.875,5555,1212,True,True,0.21818181818181817,53.162686038661924,0.0438636023421303,0.009570240511010247
NGC4419,post-peak,radius_re,1.0,1.25,1.125,7135,863,True,True,0.12095304835318851,14.7330923071764,0.017071949371003942,0.002064904317754226
NGC4419,post-peak,radius_re,1.25,1.5,1.375,8713,1080,True,True,0.12395271433490188,24.308340738995245,0.02250772290647708,0.0027898933477556805
NGC4419,post-peak,radius_re,1.5,1.75,1.625,10310,1164,True,True,0.11290009699321048,17.72933400792693,0.015231386604748222,0.001719625025017161
NGC4419,post-peak,radius_re,1.75,2.0,1.875,11877,1028,True,True,0.08655384356318936,7.205663933552195,0.007009400713572174,0.0006066905728342338
NGC4419,post-peak,radius_re,2.0,2.25,2.125,13488,29,True,True,0.00215005931198102,0.2961846000590532,0.010213262071001835,2.1959119221460054e-05
NGC4419,post-peak,radius_re,2.25,2.5,2.375,15058,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,2.5,2.75,2.625,15701,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,2.75,3.0,2.875,13512,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,3.0,3.25,3.125,12437,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,3.25,3.5,3.375,9320,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,3.5,3.75,3.625,3226,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,3.75,4.0,3.875,405,0,True,False,0.0,0.0,,0.0
NGC4419,post-peak,radius_re,4.0,4.25,4.125,39,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4419,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,7.25,7.5,7.375,1209,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,log_sigma_star,7.5,7.75,7.625,34857,966,True,True,0.027713228332903003,1.5503356230369167,0.001604902301280452,4.447702392738666e-05
NGC4450,post-peak,log_sigma_star,7.75,8.0,7.875,145897,4415,True,True,0.030261074593720228,13.601886237505674,0.003080834934882372,9.322937577541468e-05
NGC4450,post-peak,log_sigma_star,8.0,8.25,8.125,134659,6619,True,True,0.049153788458253814,52.36214714274608,0.007910884898435729,0.00038884996281530446
NGC4450,post-peak,log_sigma_star,8.25,8.5,8.375,69201,2402,True,True,0.034710481062412396,22.220244190721672,0.009250726141016517,0.00032109715453131706
NGC4450,post-peak,log_sigma_star,8.5,8.75,8.625,41704,1916,True,True,0.0459428352196432,73.01058827644727,0.03810573500858417,0.0017506855044227717
NGC4450,post-peak,log_sigma_star,8.75,9.0,8.875,26537,844,True,True,0.031804650111165546,15.704555402277592,0.018607293130660653,0.0005917984475365561
NGC4450,post-peak,log_sigma_star,9.0,9.25,9.125,10506,24,True,True,0.002284408909194746,0.3319166217896,0.013829859241233334,3.159305366358272e-05
NGC4450,post-peak,log_sigma_star,9.25,9.5,9.375,4440,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,log_sigma_star,9.5,9.75,9.625,1568,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,log_sigma_star,9.75,10.0,9.875,691,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,log_sigma_star,10.0,10.25,10.125,242,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,log_sigma_star,10.25,10.5,10.375,88,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,log_sigma_star,10.5,10.75,10.625,37,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,10.75,11.0,10.875,15,0,False,False,,0.0,,
NGC4450,post-peak,log_sigma_star,11.0,11.25,11.125,1,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,0.0,0.25,0.125,11061,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,radius_re,0.25,0.5,0.375,33205,802,True,True,0.024152989007679565,21.63287962738187,0.02697366537080034,0.0006514946431977676
NGC4450,post-peak,radius_re,0.5,0.75,0.625,55212,2118,True,True,0.03836122582047381,69.31535084061485,0.032726794542311075,0.001255439955817845
NGC4450,post-peak,radius_re,0.75,1.0,0.875,77451,1744,True,True,0.022517462653806924,10.780247732848068,0.006181334709201874,0.00013918797346513368
NGC4450,post-peak,radius_re,1.0,1.25,1.125,99224,7687,True,True,0.07747117632830766,66.2427499829564,0.008617503575251255,0.0006676081389881117
NGC4450,post-peak,radius_re,1.25,1.5,1.375,103738,1587,True,True,0.015298154967321521,6.035464774763097,0.003803065390524951,5.8179883695107846e-05
NGC4450,post-peak,radius_re,1.5,1.75,1.625,63908,3157,True,True,0.04939913625837141,4.723409131856785,0.001496170139960971,7.390951260963863e-05
NGC4450,post-peak,radius_re,1.75,2.0,1.875,24333,91,True,True,0.0037397772572227016,0.05157140410374609,0.0005667187264147922,2.1194018042882544e-06
NGC4450,post-peak,radius_re,2.0,2.25,2.125,3520,0,True,False,0.0,0.0,,0.0
NGC4450,post-peak,radius_re,2.25,2.5,2.375,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,2.5,2.75,2.625,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,2.75,3.0,2.875,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,3.0,3.25,3.125,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,3.25,3.5,3.375,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,3.5,3.75,3.625,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,3.75,4.0,3.875,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,4.0,4.25,4.125,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,4.25,4.5,4.375,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,4.5,4.75,4.625,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4450,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,7.25,7.5,7.375,2516,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,7.5,7.75,7.625,17402,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,7.75,8.0,7.875,69012,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,8.0,8.25,8.125,67887,265,True,True,0.003903545597831691,6.7916032151645735,0.02562869137797952,0.00010004276540669897
NGC4457,post-peak,log_sigma_star,8.25,8.5,8.375,45079,1729,True,True,0.038354888085361256,78.51889745466737,0.04541289615654562,0.0017418065497164393
NGC4457,post-peak,log_sigma_star,8.5,8.75,8.625,26724,2678,True,True,0.10020954946864243,132.75250012785884,0.04957150863624303,0.004967538546918831
NGC4457,post-peak,log_sigma_star,8.75,9.0,8.875,12248,792,True,True,0.06466361854996734,49.249676276993554,0.06218393469317368,0.004021038232935464
NGC4457,post-peak,log_sigma_star,9.0,9.25,9.125,5436,137,True,True,0.02520235467255335,13.853530619005424,0.10112066145259434,0.002548478774651476
NGC4457,post-peak,log_sigma_star,9.25,9.5,9.375,2714,3,True,False,0.001105379513633014,0.9004371715319122,0.3001457238439707,0.0003317749342416773
NGC4457,post-peak,log_sigma_star,9.5,9.75,9.625,1144,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,9.75,10.0,9.875,586,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,10.0,10.25,10.125,269,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,10.25,10.5,10.375,126,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,10.5,10.75,10.625,56,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,log_sigma_star,10.75,11.0,10.875,18,0,False,False,,0.0,,
NGC4457,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,0.0,0.25,0.125,1495,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,0.25,0.5,0.375,4469,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,0.5,0.75,0.625,7439,178,True,True,0.023927947304745262,15.873787933204484,0.08917858389440722,0.00213386045613718
NGC4457,post-peak,radius_re,0.75,1.0,0.875,10428,1072,True,True,0.10280015343306483,67.01204398176131,0.06251123505761316,0.006426164555213014
NGC4457,post-peak,radius_re,1.0,1.25,1.125,13395,1103,True,True,0.08234415826801045,44.62593678763513,0.04045869155723947,0.003331536900905945
NGC4457,post-peak,radius_re,1.25,1.5,1.375,16389,1671,True,True,0.10195863078894381,98.28723639780867,0.058819411369125475,0.005997146647007668
NGC4457,post-peak,radius_re,1.5,1.75,1.625,19251,1221,True,True,0.06342527660900732,48.806317623365324,0.03997241410595031,0.0025352614213996843
NGC4457,post-peak,radius_re,1.75,2.0,1.875,22152,167,True,True,0.00753882267966775,4.268924009471711,0.025562419218393476,0.0001927105457507995
NGC4457,post-peak,radius_re,2.0,2.25,2.125,25303,192,True,True,0.007588033039560527,3.1923981319750516,0.016627073604036726,0.0001261667838586354
NGC4457,post-peak,radius_re,2.25,2.5,2.375,28051,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,2.5,2.75,2.625,29866,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,2.75,3.0,2.875,25239,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,3.0,3.25,3.125,21059,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,3.25,3.5,3.375,13884,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,3.5,3.75,3.625,7158,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,3.75,4.0,3.875,2971,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,4.0,4.25,4.125,1290,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,4.25,4.5,4.375,1305,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,4.5,4.75,4.625,73,0,True,False,0.0,0.0,,0.0
NGC4457,post-peak,radius_re,4.75,5.0,4.875,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,5.0,5.25,5.125,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,5.25,5.5,5.375,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,5.5,5.75,5.625,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,7.0,7.25,7.125,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,7.25,7.5,7.375,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,7.5,7.75,7.625,0,0,False,False,,0.0,,
NGC4457,post-peak,radius_re,7.75,8.0,7.875,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,5.75,6.0,5.875,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,6.0,6.25,6.125,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,6.25,6.5,6.375,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,6.5,6.75,6.625,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,6.75,7.0,6.875,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,7.0,7.25,7.125,3112,0,True,False,0.0,0.0,,0.0
NGC4569,post-peak,log_sigma_star,7.25,7.5,7.375,59758,1089,True,True,0.018223501455872017,4.536426119046415,0.004165680550088535,7.591328556923618e-05
NGC4569,post-peak,log_sigma_star,7.5,7.75,7.625,171315,5288,True,True,0.030867116131103524,23.65594867516465,0.004473515256271682,0.00013808451492960133
NGC4569,post-peak,log_sigma_star,7.75,8.0,7.875,218005,1871,True,True,0.008582371963945781,14.098748627371537,0.007535408138627225,6.467167554584315e-05
NGC4569,post-peak,log_sigma_star,8.0,8.25,8.125,83475,8211,True,True,0.09836477987421384,209.61802546496443,0.025528927714646744,0.002511147355075944
NGC4569,post-peak,log_sigma_star,8.25,8.5,8.375,54461,19066,True,True,0.3500853822001065,668.6631973880393,0.0350709743726025,0.012277835467362688
NGC4569,post-peak,log_sigma_star,8.5,8.75,8.625,30813,9263,True,True,0.30061986823743225,576.6307835065006,0.062250975224711284,0.018713879969704365
NGC4569,post-peak,log_sigma_star,8.75,9.0,8.875,10432,665,True,True,0.06374616564417178,62.567171274068485,0.09408597184070448,0.00599761994575043
NGC4569,post-peak,log_sigma_star,9.0,9.25,9.125,5141,3,True,False,0.000583544057576347,0.34004010963876224,0.11334670321292074,6.614279510576975e-05
NGC4569,post-peak,log_sigma_star,9.25,9.5,9.375,2445,0,True,False,0.0,0.0,,0.0
NGC4569,post-peak,log_sigma_star,9.5,9.75,9.625,547,0,True,False,0.0,0.0,,0.0
NGC4569,post-peak,log_sigma_star,9.75,10.0,9.875,224,0,True,False,0.0,0.0,,0.0
NGC4569,post-peak,log_sigma_star,10.0,10.25,10.125,109,0,True,False,0.0,0.0,,0.0
NGC4569,post-peak,log_sigma_star,10.25,10.5,10.375,16,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,10.5,10.75,10.625,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,10.75,11.0,10.875,0,0,False,False,,0.0,,
NGC4569,post-peak,log_sigma_star,11.0,11.25,11.125,0,0,False,False,,0.0,,
NGC4569,post-peak,radius_re,0.0,0.25,0.125,12420,35,True,True,0.002818035426731079,0.7027958679733627,0.020079881942096076,5.65858186774044e-05
